,date,title,source,contents,link
858,16시간 전,"[데일리픽] SEC ""디지털 화폐 불필요""...혼합보다 '현실'에 집중한 애플",디지털투데이,애플이 혼합현실(MR) 헤드셋 비전 프로(Vision Pro)를 공개한 가운데 이미지 메이킹에 열심이다. 마크 거먼... 그는 팀 쿡 CEO가 헤드셋을 착용하지 않은 것은 '밈'(meme)으로 소비되지 않기 위한 전략이라고 봤다. 마크...,http://www.digitaltoday.co.kr/news/articleView.html?idxno=478424
859,17시간 전,"애플 비전 프로 실사용 후기 ""가볍지만 배터리 신경쓰여""",디지털투데이,비전 프로(Vision Pro) [사진: 애플] 최근 공개된 애플 혼합현실(MR) 헤드셋 비전 프로(Vision Pro)의 실사용 후기를... 이는 헤드셋 착용 시 안경을 쓸 수 없기 때문에 시력 교정 삽입물의 필요 여부를 확인하기 위함이었다....,http://www.digitaltoday.co.kr/news/articleView.html?idxno=478416
860,1일 전,"DA데이비드슨 ""'유니티소프트·로블록스' 주목해야 하는 이유""",연합인포맥스,"애플의 의 세계 개발자 회의(영어: Apple Worldwide Developers Conference, WWDC)에서 소개된 혼합현실(MR) 헤드셋이... 애플은 전날 증강현실(AR)을 확장한 개념인 MR 헤드셋을 전격 공개하면서 유니티소프트웨어가 콘첸츠...",http://news.einfomax.co.kr/news/articleView.html?idxno=4268908
861,15시간 전,"김남희, 예측불가 왓츠인마이백..니플패치 등장에 ""상대 배우 배려하기 위해""...",헤럴드POP,"90년대 느낌 헤드셋도 있었다. 김남희는 ""레트로 열풍이 불었다. 레트로한 것들을 좋아해서 옛날 헤드셋이 쓰고 싶더라. 귀 전체를 다 덮는 헤드셋도 좋은데, 외부 소리도 잘 들려서 운동할 때 위험하지 않다. 단점은...",http://biz.heraldcorp.com/view.php?ud=202306071640564194891_1
862,17시간 전,[연기홍칼럼] 온다고 하는데 언제 활짝 필까?…현실로 스며드는 '메타버스',뉴스드림,(MR) 헤드셋 '비전 프로'(Vision Pro)'를 전격 공개해 성큼 현실로 닥친 느낌이다. MR은 현실 세계에 3차원 가상... 애플이 공개한 헤드셋 비전프로는 스키 고글과 유사한 형태로 머리에 착용하면 컴퓨터상에 실제 주변 사물과...,http://www.newsdream.kr/news/articleView.html?idxno=42891
863,13시간 전,"[EBN 오늘(7일) 이슈 종합] 빨라지는 시공사 선정 시기, 라면값 천정부지, 전...",EBN,■애플 MR 헤드셋 '비전 프로' 공개…미소 짓는 K-디스플레이 아이폰 제조업체 애플이 혼합현실(MR) 헤드셋을 공개하면서 국내 디스플레이 업계의 기대감도 높아지고 있다. 애플의 MR 헤드셋 시장 참여로 첨단 디스플레이...,https://www.ebn.co.kr/news/view/1580047/?sc=Naver
864,13시간 전,갤럭시 첫 서울 언팩…폴더블·XR 신무기 꺼낸다,한국경제TV언론사 선정,"일반적인 기능들은 시중에 나와있는 헤드셋에서도 구현이 가능합니다. 그럼에도 IT업계에서는 애플의 모든 주변기기와 연결돼 증강현실(AR) 생태계가 강화된다는 점, 또 헤드셋을 꺼리게 만들던 버벅임·지연에 따른...",https://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202306070207&t=NNv
865,14시간 전,"목줄 없는 개, 5세 여아 물어 ‘전치 4주’…견주 '금고 1년' 구속 [이슈네컷...",부산일보언론사 선정,애플 MR 헤드셋 '비전 프로' 전격 공개… 내년 국내 출시 예상 가격 ‘약 500만원’ 애플이 최근 9년 만에 새 제품으로 혼합현실(MR) 헤드셋 '비전 프로'를 공개해 화제입니다. 애플은 7년 동안 1000여명의 개발인력을...,https://www.busan.com/view/busan/view.php?code=2023060716520968260
866,1일 전,"[10분 뉴스 정복] 최강욱도 털었다... ""팬덤은 무죄라고?""",오마이뉴스언론사 선정,"애플의 모험, 500만원짜리 AR 헤드셋 • 애플이 '비전 프로(Vision Pro)'라는 이름으로 헤드셋을 공개했다. 가격이 무려 3499달러다. 내년 봄에 미국부터 출시되는데 한국에 건너오면 500만 원이 훌쩍 넘을 가능성이 크다....",https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002933929&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news
867,17시간 전,[검색폭발 이슈키워드] XR,머니투데이,"애플이 최근 연례세계개발자회의에서 MR 헤드셋 '비전 프로'(Vision Pro)를 선보였습니다. 스키 고글처럼 생긴 이 헤드셋을 착용하면 어디서든 영화를 보고 업무를 볼 수 있다고 합니다. 팀 쿡 애플 CEO는 ""새로운 시대의...",http://news.mt.co.kr/mtview.php?no=2023060714303268557
868,1일 전,테슬라 시총 7000억달러 돌파…국내 전기차주 훈풍 기대 [증시 개장 전 꼭 알...,한국경제언론사 선정,"(MR) 헤드셋 '비전 프로'에 대해 미래의 공학이며, 애플의 '터닝포인트'(전환점)가 될 것이라고 했다. 쿡... 애플은 전날 연례 세계 개발자 회의(WWDC)에서 스키 고글처럼 쓰고 컴퓨팅을 즐길 수 있는 헤드셋 비전 프로를...",https://www.hankyung.com/finance/article/202306072811i
869,1일 전,팀 쿡이 꺼낸 '원 모어 싱' 카드…멀티터치 잇는 아이터치에 공간컴퓨팅은 무...,서울경제언론사 선정,눈의 움직임 따라 반응하는 새로운 컴퓨터로 격상 쿡 CEO는 이날 메타버스·헤드셋이라는 단어는 언급하지... 블룸버그통신은 “메타가 출시한 전문가용 AR·가상현실(VR) 헤드셋인 ‘퀘스트 프로’ 대비 3배 이상 높은...,https://www.sedaily.com/NewsView/29QRFYO8KP
870,15시간 전,"AI 언급 한 번 없었지만…애플, iOS 17에 '트랜스포머' 활용",이데일리,혼합현실(MR) 헤드셋 ‘애플 비전 프로’ 데모에서 사용자 얼굴을 외부 화면에 보여주는 기능과 고글 주변 환경을 인지해 상황에 맞게 작동을 변환하는 센서 감지 기능 등에 고급 기계학습 기술이 사용됐다고...,http://www.edaily.co.kr/news/newspath.asp?newsid=03335766635639424
871,1일 전,6월 7일 미증시 특징주 [글로벌 시황&이슈],한국경제TV,애플은 세계개발자컨퍼런스 WWDC에서 9년 만에 신제품 헤드셋을 내놓았는데요. 바로 애플 프로 비전. 다만... 골드만삭스는 매수의견을 유지하면서 헤드셋과 비전프로 생태계의 장기 성장 가능성을 좋게 봤다고 했고요....,https://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202306070009&t=NNv
872,2시간 전,"[NY 업&다운] 웨드부시증권, 애플 목표주가 상향...""아이폰15가 주가 상승 동...",글로벌이코노믹,"애플이 5일(현지시간) 시작한 연례 세계개발자대회(WWDC)에서 혼합현실(MR) 헤드셋을 공개한 뒤 하락세를... 애플은 5일 시작한 WWDC에서 MR헤드셋 비전프로, 대당 7000달러에 육박하는 PC, 신형 맥북 에어 노트북 컴퓨터 등...",http://www.g-enews.com/ko-kr/news/article/news_all/202306080153063309be84d87674_1/article.html
873,46분 전,"예상깬 캐나다 금리인상, 빅테크 냉각… 테슬라, 9거래일째 상승 [美 증시 & ...",디지털데일리,"(MR)’ 헤드셋이 큰 반향을 일으키지 못하면서 전체적으로 빅테크 주가 분위기도 탄력을 받지 못하는... 애플(-0.78%)이 ‘MR헤드셋’을 공개한 이후, 3거래일째 주가가 하락세를 보인 가운데 마이크로소프트(-3.09...",https://www.ddaily.co.kr/page/view/2023060808252308910
874,19시간 전,[김대호의 경제읽기] 라면값 상승률 14년 만에 최고…서민 부담 확대 外,연합뉴스TV,MR 헤드셋'을 공개했습니다. 디지털 콘텐츠가 마치 물리적인 공간에 있는 것처럼 상호작용이 가능해진다는데 조금 생소하게 느껴집니다. 정확히 어떤 제품인가요? &lt;질문 5&gt; 앞서 지난 1일에는 메타가 혼합 현실 헤드셋을...,http://www.yonhapnewstv.co.kr/MYH20230607011300641/?input=1825m
875,19시간 전,"“지문, 얼굴에 이어 생체 정보 활용 확대”··· 애플, 홍채 인식 기술 ‘비...",CIO Korea,애플이 WWDC 2023 행사에서 새로 발표한 AR/VR 헤드셋 ‘애플 비전 프로(Apple Vision Pro)’에 홍채 인식 기술... 애플 비전 프로 헤드셋을 착용하면 눈에 보이지 않는 다양한 LED 빛이 사용자의 홍채를 분석한다. 분석...,https://www.ciokorea.com/news/293461
876,1일 전,[김박사 진단] 미국 SEC · 국세청 가상 암호화폐 비트코인 전면전… 쟁점은?,글로벌이코노믹,애플이 연례 세계개발자회의(WWDC)에서 혼합현실(MR) 헤드셋을 공개하면서 장중 184달러대 최고치를... 구현한 헤드셋이 이번에 공개될지 투자자들은 주목하고 있다. 미국 규제 당국이 대형은행 등의 자본 확충 요구를...,http://www.g-enews.com/ko-kr/news/article/news_all/2023060522130681564a01bf698f_1/article.html
877,23시간 전,"스코넥, XR 기반 군용 모의훈련 시뮬레이터 시범운영",연합뉴스,"XR 헤드셋과 센서, M4A1 소총·K5 권총 등 군 작전에서 쓰이는 총기를 본뜬 '체감화 장비'를 착용한 뒤 잠실종합운동장, VIP 안전가옥 등 사실적으로 구현한 가상 공간에서 현장감 높은 모의 훈련을 경험할 수 있다는 것이...",https://www.yna.co.kr/view/AKR20230607043500017?input=1195m
878,1일 전,"뉴욕증시, 美 침체 전망 약화에 일제 상승…코인베이스 12%↓·테슬라↑",더팩트언론사 선정,"애플은 전날 연례 세계개발자회의(WWDC)에서 혼합현실(MR) 헤드셋 '애플 비전 프로'를 공개했다. 애플이 9년 만에 출시한 신규 하드웨어 라인업이지만, 3499달러(약 456만 원)에 이르는 높은 출고가에 흥행 가능성에...",http://news.tf.co.kr/read/economy/2022481.htm
879,19시간 전,"팀 쿡 ""애플, 챗GPT 면밀히 검토 중""",ZDNet Korea언론사 선정,"또 그는 애플의 혼합현실(MR) 헤드셋 비전 프로에 대해 “현재 가장 진보된 전자 기기”라고 소개했다. 그는 “비전 프로는 오늘 일어나고 있는 내일의 공학”이라며, “우리는 미래에 살면서 오늘 그것을 할 수 있을...",https://zdnet.co.kr/view/?no=20230607132703
880,18시간 전,"광동제약, LCK 서머 시즌 ‘광동 프릭스’ 응원 이벤트",스포츠동아,"3경기 이상 우승팀을 맞추면 추첨을 통해 특별제작한 광동 프릭스 선수단의 사인 유니폼과 게이밍 키보드, 헤드셋, 마우스 등을 선물한다. 또한 광동제약은 이번 LCK 서머 시즌을 기념해 ‘광동 온더게임 Bite it’...",https://sports.donga.com/article/all/20230607/119655924/2
881,17시간 전,"삼성창원병원, 창원대와 뇌파 장치 개발 공동연구 참여",뉴시스,"반면, 뇌파전극을 이용하거나 헤드셋 형태의 장비를 착용하는 비침습적 BCI는 인식률과 정확도가 다소 떨어지지만 위험성은 낮고 영구적으로 사용할 수 있어 현재 연구용, 엔터테인먼트용, 그리고...",http://www.newsis.com/view/?id=NISX20230607_0002330374&cID=10812&pID=10800
882,1일 전,"뉴욕 증시 상승 마감…""6월 금리 오를까?""",SBS Biz언론사 선정,시총 1위 애플은 연례개발자회의(WWDC)에서 혼합현실 헤드셋 비전 프로를 공개한 뒤 이날 주가가 0.21% 하락하며 179.21달러에 마감했습니다. 2016년부터 지난해까지 WWDC 다음날이면 주가가 항상 상승 마감했는데...,https://biz.sbs.co.kr/article_hub/20000121302?division=NAVER
883,1일 전,"하이비젼시스템, 매출 가시성과 성장성 모두 갖췄다-신한",이데일리,박 연구원은 “판매량 확대와 헤드셋 폼팩터의 변화 과정에서 카메라와 3D 센서 장비의 판매가 확대될 것으로 보이는데 보수적 가정 하에서도 세트 1000만대당 100억원 수준의 센서 장비 판매가 추정된다”고 말했다....,http://www.edaily.co.kr/news/newspath.asp?newsid=01354646635639424
884,1일 전,"다올투자증권 ""애플 '비전 프로' 국내 수혜 제한적""",연합뉴스,"또한 ""출시 가격은 3천499달러인데 부담스러운 가격 설정으로 일부 개발자 중심으로 구매가 예상된다""고 설명했다. 앞서 애플사는 5일(현지시간) 혼합현실(MR) 헤드셋인 '비전 프로'를 공개했다.",https://www.yna.co.kr/view/AKR20230607031200002?input=1195m
885,1일 전,"뉴욕증시, 상승 마감...테슬라 8일 연속↑, 엔비디아는 3일째↓",파이낸셜뉴스언론사 선정,애플이 5일 공개한 혼합현실(MR) 헤드셋 비전프로가 시장의 기대를 모으며 향후 실적 개선 발판 역할을 할 것이란 전망이 있지만 다른 한편에서는 이미 단기적인 효과는 주가에 반영됐다는 지적이 나오고 있다....,http://www.fnnews.com/news/202306070541159332
886,51분 전,"500만원짜리 애플 '비전 프로'…""테슬라식 접근법 합리적""",머니투데이,"애플이 새 MR(혼합현실) 헤드셋 '비전 프로'를 3499달러(약 457만원)라는 초고가에 판매하는 것에 대해 ""합리적 가격정책""이라는 분석이 나왔다. 8일(현지시각) 비즈니스인사이더에 따르면 애플의 비전 프로는 세후 약...",http://news.mt.co.kr/mtview.php?no=2023060807581330322
887,15시간 전,"창원산업진흥원, 수소액화 사업 추진…수소액화플랜트 구축 [창원소식]",쿠키뉴스,"반면 뇌파전극을 이용하거나 헤드셋 형태의 장비를 착용하는 비침습적 BCI는 인식률과 정확도가 다소 떨어지지만 위험성은 낮고 영구적으로 사용할 수 있어 현재 연구용, 엔터테인먼트용, 그리고...",http://www.kukinews.com/newsView/kuk202306070233
888,1일 전,"[뉴욕마감]S&P 0.2% 상승…강세장 목전, CPI-FOMC 대기",뉴스1,SEC는 코인베이스가 당국에 등록하지 않고 불법 영업을 했다고 소송을 제기했다. 애플은 0.2% 떨어졌다. 전날 고가의 증강현실 헤드셋 비전프로가 공개됐지만 시장의 반응은 열렬하지 않은 분위기다.,https://www.news1.kr/articles/5069001
889,2분 전,"""급식표, 시간표도 카카오뱅크에서""…청소년 위한 'mini 생활' 오픈 이벤트",이코노미스트,"먼저 오는 25일까지 mini 생활에 가입한 고객들은 추첨을 통해 최신형 휴대폰(3명), 태블릿 PC(3명), 블루투스 헤드셋(3명), 편의점 모바일 금액권 3천원권(5,000명) 등 풍성한 웰컴 선물을 받을 수 있다. 또 같은 기간...",https://economist.co.kr/article/view/ecn202306080001
890,3시간 전,[속보] 미국 무역적자 급증 · 캐나다 깜짝 금리인상 … 뉴욕증시 비트코인 국...,글로벌이코노믹,애플의 새로운 헤드셋에 대해 월가에서는 증강현실(AR)/가상현실(VR) 시장을 촉진할 것이라면서도 높은 제품가 등을 고려하면 소비자들의 진입 장벽이 높다고 지적했다. 애플의 주가는 전날 장중 사상 최고치인 184....,http://www.g-enews.com/ko-kr/news/article/news_all/2023060805385832584a01bf698f_1/article.html
891,23시간 전,"""450만원짜리 애플 '비전 프로' 소비자 제품 아니야""...흥행 전망 엇갈려",ZDNet Korea언론사 선정,애플의 MR(혼합현실) 헤드셋 '비전 프로'가 베일을 벗자마자 '비싼 가격'이 흥행에 걸림돌이 될 수 있다는 우려가 나온다. 내년 초 출시될 비전 프로의 가격은 3천499달러(약 450만원)이다. 6일(현지시간) 팀 쿡 CEO는 ABC 방송...,https://zdnet.co.kr/view/?no=20230607085125
892,15시간 전,"[DD퇴근길] 삼성전자 '갤럭시 언팩', 국내에서 개최…5G 가입자 3000만 돌파",디지털데일리언론사 선정,"실리콘 웨이퍼는 유리, 플라스틱 기판보다 작고 정교한 구동회로를 갖춰 좀 더 섬세하게 화면이 표현되며 스마트폰, PC보다 비전 프로와 같은 확장현실(XR) 헤드셋에 한결 적절한 디스플레이죠. 이번 비전 프로의...",https://www.ddaily.co.kr/page/view/2023060716011278263
893,2시간 전,"매경이 전하는 세상의 지식 (매-세-지, 6월 8일)",매일경제,미국 애플이 내놓은 새로운 유형의 하드웨어인 ‘혼합현실(MR) 헤드셋’의 판매 목표를 15만대로 대폭 낮춰잡은 것으로 확인됨. 투자자들은 애플이 메타버스 장비를 내놓으면 연간 100만대 이상 팔리는 베스트셀러 상품에...,https://www.mk.co.kr/article/10754681
894,1일 전,[사설] 복합위기 헤쳐나갈 길은 변화와 혁신밖에 없다,중앙일보언론사 선정,사용자 눈앞에 컴퓨터 그래픽을 덧씌워 보여주는 MR(혼합현실) 헤드셋이다. 때마침 오늘은 30년 전 독일 프랑크푸르트에서 고(故) 이건희 삼성 회장이 “국제화 시대에 변하지 않으면 영원히 2류나 2.5류가 될 것”이라며...,https://www.joongang.co.kr/article/25168014
895,1일 전,[뉴욕증시]CPI 발표·FOMC 앞두고 숨고르기…코인베이스 12% ↓,아시아경제언론사 선정,"연례 세계 개발자회의(WWDC)에서 혼합현실(MR) 헤드셋인 '비전 프로'를 전격 공개했지만, 투자자들은 이미 주가에 선반영 됐다고 판단한 것으로 보인다. 앞서 애플 주가는 WWDC 개막 전 사상 최고 수준으로 상승했지만...",https://view.asiae.co.kr/article/2023060706101719211
896,1일 전,팀쿡의 원모어띵(One More Thing)은?…WWDC23서 ‘비전프로’ 공개,서울신문,"애플이 ‘세계개발자회의23(Worldwide Developer Conference23, 이하 WWDC23)’에서 혼합현실 헤드셋 ‘비전프로(Apple Vision Pro)’를 최초 공개하며 이른바 공간 컴퓨팅 시대를 열었다. 애플은 행사 첫날 보통 새로운 운영체제...",https://nownews.seoul.co.kr/news/newsView.php?id=20230607601001&wlog_tag3=naver
897,1일 전,반도체 올라탄 코스피… 경기 둔화 뚫고 3000선 기대감,서울신문,"S&amp;P500지수, 나스닥지수 등 3대 지수가 모두 하락했다. 이날 애플이 연례 세계개발자회의(WWDC)에서 혼합현실(MR) 헤드셋을 공개했지만 부채한도 상향 조정에 따른 금융시장의 유동성 우려가 증시를 끌어내렸다.",https://www.seoul.co.kr/news/newsView.php?id=20230607016010&wlog_tag3=naver
898,2시간 전,"[와! 테크]애플 '공간 컴퓨팅' 혁신, 스마트폰 대체할까",뉴스웨이,""" 5일(현지 시간) 미국 캘리포니아 쿠퍼티노 애플파크에서 열린 애플의 '연례 개발자 회의'(WWDC)에서 팀 쿡 애플 최고경영자(CEO)는 이렇게 말하며, 혼합현실(MR) 헤드셋 '비전 프로'를 전 세계에 공개했다. 비전 프로에는...",https://www.newsway.co.kr/news/view?ud=2023060721172052109
899,1일 전,6월 7일 ETF 시황...헬스케어 약세 [글로벌 시황&이슈],한국경제TV,"4) 애플 개발자회의에서 공개된 MR 헤드셋에 관심이 주목되고 있는데요.보통 개발자 회의가 있고 다음날에는 주가가 어떻게 됐는지 그 추이를 조사했습니다. 막대그래프에서 초록색이 행사 당일, 보라색은 다음날...",https://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202306070011&t=NNv
900,17시간 전,"펄어비스 '검은사막 모바일', 새 지역 '끝없는 겨울의 산' 추가",ZDNet Korea언론사 선정,‘끝없는 겨울의 산’과 신규 클래스 ‘가디언‘을 업데이트했다고 7일 밝혔다. 새로운 지역에서 모험을 바로 즐기고 싶은 신규 모험가를 위해 진입 초반부터 끝없는 겨울의 산 이야기를 플레이할 수 있도록 기획했다....,https://zdnet.co.kr/view/?no=20230607153753
901,14시간 전,"전북 오리농가 '겨울철 사육제한' 보상, 제도화",전북일보,농가의 겨울철 사육이 제한됐던 가운데 이에 대한 손실 보상 방안이 제도화됐다. 농림축산식품부는 7일 '가축전염병 예방법 시행령'을 개정·공포했다. 시행령에 따라 겨울철 오리 사육 휴지기 동안 발생하는 손실액에...,https://www.jjan.kr/article/20230607580164
902,12분 전,"전남도, 올겨울 조류인플루엔자 사전 방역 나서",시민일보,2023~2024년 겨울철 고병원성 조류인플루엔자 발생 예방을 위해 6월부터 사전 방역 대책을 본격 추진한다고... 있다”며 “민·관이 합심해 방역의식을 높이고 방역시설을 보강해 올 겨울철을 대비해야 한다”고 말했다.,https://www.siminilbo.co.kr/news/newsview.php?ncode=1160260513125169
903,2시간 전,"겨울패딩을 여름에...유통가, 역시즌 마케팅 '활발'",일간스포츠,역시즌 상품이란 한 여름에 겨울옷을 판매하는 것을 말한다. 공장 가동이 몰리는 하반기를 피해 여름에 고가의 겨울옷을 만들어 원가를 낮추겠다는 전략이다. 지금까지 해마다 6월 중순 이후 역시즌 판매를 시작했는데...,https://isplus.com/article/view/isp202306070117
904,12분 전,"부천시, 겨울 취약계층 지원 우수 평가…경기지사 표창 수상",아시아투데이,경기 부천시는 경기도 주관 '겨울철 취약계층 지원 우수사례' 평가에서 동절기 복지사각지대 발굴·지원 우수지자체로 선정돼 경기도지사 표창을 받았다고 8일 밝혔다.경기도는 지난해 11월부터 올해 2월 겨울철 취약계층...,https://www.asiatoday.co.kr/view.php?key=20230608010003165
905,1일 전,"겨울에도 문제 없다?…中 스타트업 ""추위 영향 없는 전기차 배터리 개발""",SBS Biz,중국 배터리 스타트업이 추운 날씨에도 성능을 유지할 수 있는 전기차용 배터리를 개발했다고 주장했습니다. 6일(현지시간) 블룸버그 통신에 따르면 그레이터베이테크놀로지는 초전도 재료로 만들어진 자사 배터리...,https://biz.sbs.co.kr/article_hub/20000121270?division=NAVER
906,1일 전,'김은중호 칸나바로' 최석현 키 크지 않는데도 센터백 경쟁력 발휘 2가지 이유...,스포츠조선,"다만 최석현의 거취는 올 겨울 다시 논의될 것이다. 콜업 또는 임대 여부가 있을 수 있고, 해외에서도 제안이 올 수도 있다. 다양한 조건을 열어놓고 거취를 결정할 것""이라고 전했다.",http://sports.chosun.com/news/ntype.htm?id=202306070100043260005206&servicedate=20230606
907,21시간 전,무더위 앞두고…취약층 1.5만가구에 고효율 냉방기기 지원,뉴시스언론사 선정,올겨울 난방비 부담이 가중될 것을 우려해 단열을 개선하고 고효율 보일러를 설치하는 등 난방 기기 공급도 추진한다. 앞서 산업부는 지난 3월부터 해당 사업을 추진하기 위해 지원 대상을 미리 신청 받았다. 냉방...,http://www.newsis.com/view/?id=NISX20230607_0002329837&cID=10401&pID=10400
908,21시간 전,“이미 너무 비싼데?” 항공 요금 10~15년간 더 오른다,조선일보언론사 선정,"에미레이트 항공은 “지난해 겨울에 우리가 판매한 좌석 1개당 수요가 5명이었다”며 “사람들은 (높아진) 새로운 요금 수준에도 몰려들고 있다”고 말했다. 한편, IATA에 따르면 전세계 항공사는 올해 8000억 달러...",https://www.chosun.com/economy/economy_general/2023/06/07/6HR64JYGZJAQVE2CCJALEYVMF4/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
909,1일 전,"[사이언스샷] 북극 온난화 막는 해빙이 무너진다, 소멸 시기 10년 당겨져",조선비즈언론사 선정,북극 해빙은 원래 기온이 올라가는 여름에는 면적이 감소했다가 겨울이 되면 다시 늘기를 반복했다. 해빙... 최근 한반도를 강타한 겨울철 기록적인 한파가 대표적인 예이다. 북극 찬 공기는 제트기류(Jet Stream)라는...,https://biz.chosun.com/science-chosun/nature-environment/2023/06/07/T66FLBEKB5ATFAIBMCEW4HKYLU/?utm_source=naver&utm_medium=original&utm_campaign=biz
910,1일 전,"[사이언스샷] 북극 온난화 막는 해빙이 무너진다, 소멸 시기 10년 당겨져",조선비즈언론사 선정,북극 해빙은 원래 기온이 올라가는 여름에는 면적이 감소했다가 겨울이 되면 다시 늘기를 반복했다. 해빙... 최근 한반도를 강타한 겨울철 기록적인 한파가 대표적인 예이다. 북극 찬 공기는 제트기류(Jet Stream)라는...,https://biz.chosun.com/science-chosun/nature-environment/2023/06/07/T66FLBEKB5ATFAIBMCEW4HKYLU/?utm_source=naver&utm_medium=original&utm_campaign=biz
911,18시간 전,"태양광 발전소 사업자들, 정부에 소송 제기… “특정 시간 전기 출력 제한은 ...",조선비즈언론사 선정,"추운 겨울이 끝나고 전기 사용량이 줄어드는 봄철에 접어들면서 출력 제한 요구를 받는 사업자들은 계속 늘고 있다. 과거 재생에너지 출력 제한은 제주 지역에 집중됐지만, 최근에는 태양광 설비가 늘고 있는 호남과...",https://biz.chosun.com/topics/law_firm/2023/06/07/HH5LPWOSZFBBJAXCU2HZF676PM/?utm_source=naver&utm_medium=original&utm_campaign=biz
912,18시간 전,대전 ‘목척교’ 새 야간명소로 재탄생,매일경제,목척교 야간경관은 △봄(식물이 자라나는 새싹느낌) △여름(시원한 물속 바다 느낌) △가을(붉게 물들은 단풍 느낌) △겨울(차가운 겨울나라 느낌) 등 4계절 느낌을 표현한다. 또한 상징조형물 내부에 화려한 은하수...,https://www.mk.co.kr/article/10754283
913,2시간 전,"""빚내서 집 사라"" 이후 어땠나?...9년 만에 소환되는 최경환",YTN언론사 선정,"""부동산 규제는 한겨울에 여름옷을 입는 격"" 최경환 전 경제부총리가 했던 유명한 말이다. 두고두고 회자된다. '한겨울론', '한겨울 여름옷론'으로 불린다. 이 말은 박근혜 정부 경제부총리에 내정된 날 나왔다. 정확히 9년...",https://www.ytn.co.kr/_ln/0102_202306080700014036
914,19시간 전,"박보균 ""K-컬처 바탕은 책, 세계적 도약""…출판진흥 비전 선포(종합)",연합뉴스,"이어 겨울서점 채널 운영자 김겨울 씨가 진행한 K-북 콘서트에는 안데르센상 수상자인 그림책 작가 이수지를 비롯해 소설가 장강명, 시인 안희연, 편집장 겸 작가 엄지혜, 만화가 겸 국어학자 김슬옹 등이 패널로...",https://www.yna.co.kr/view/AKR20230607054651005?input=1195m
915,1일 전,가축전염병 '중대 방역기준' 위반 시 농장 폐쇄… 10월부터 시행,머니S언론사 선정,농림축산식품부가 오리 사육 농가의 겨울철 사육제한(일명 휴지기제)에 대한 손실 보상을 제도화하고 중대... 농가 겨울철 휴지기제에 대한 손실 보상의 근거를 법제화하는 데 초점을 맞췄다. 각 지방자치단체가 오리...,http://moneys.mt.co.kr/news/mwView.php?no=2023060616040788008
916,2시간 전,"""TV를 벗어나라"" 홈쇼핑 업계의 '변심'",아이뉴스24언론사 선정,"미국 프리미엄 데님 브랜드 '조스진(Joe’s Jeans)'은 오는 가을·겨울(F·W)시즌 사업 전개를 목표로 하고 있다. 홈쇼핑 업계 관계자는 ""홈쇼핑 산업의 하락세 전망이 나오면서 업체들이 '탈 TV'를 추구하고 있지만 이는 'TV...",http://www.inews24.com/view/1600717
917,48분 전,"이디야커피, 생과일주스 3종 출시 2주 만에 30만 잔 돌파",뉴스1,여름철 갈증해소에 좋은 제철 수박과 토마토를 활용하는 것은 물론 지난 겨울에는 논산 딸기를 활용한 다양한 시즌 메뉴를 선보이고 있다. 유통 활성화를 통한 지역 농가와의 상생 전략을 이어나가고 있다. 이디야커피...,https://www.news1.kr/articles/5070402
918,15시간 전,"최고의 시즌 보낸 이강인, 팬들 환대 속에 귀국",뉴스1,"뉴캐슬, 브라이튼, 애스턴 빌라, 번리(이상 잉글랜드), AC밀란(이탈리아) 등의 관심을 받았다. 이강인은 이미 지난 1월 겨울 이적 시장에도 유수의 팀들에게 러브콜을 받았지만 마요르카의 반대로 이적이 무산된 바 있다.",https://www.news1.kr/articles/5070158
919,2시간 전,‘닥터 둠’ 누리엘 루비니 “추악한 미래로 인류 파멸되지 않으려면…”[인터...,경향신문언론사 선정,"전쟁이 일어난다면 세계 경제 파탄뿐 아니라 지구 파괴, 핵전쟁, 핵겨울과 같은 결과로 이어지기 때문에 실제 일어나지는 않을 것이라 믿는다. 싸움은 언제나 있을 수 있다. 그러나 그 싸움에서 승자는 없을 것이다.” - 그럼...",https://www.khan.co.kr/economy/economy-general/article/202306080701001
920,14시간 전,호흡기 위협하는 의외의 복병 ‘OO’,헬스조선언론사 선정,"호흡기 건강을 위협하는 미세먼지, 꽃가루, 감기 바이러스 등은 주로 환절기나 겨울에 심해지는 경향이 있다. 그러다보니 여름에 가까워질수록 많은 사람이 호흡기 건강은 방치하는데, 한여름에도 호흡기 건강을...",https://health.chosun.com/site/data/html_dir/2023/06/07/2023060702314.html
921,4시간 전,"메시의 MLS 인터 마이애미행, '낭만' 아니지만 '자존심' 지켰다",엑스포츠뉴스,지난 겨울부터 메시에 대한 인터 마이애미의 러브콜이 있었는데 이번에 결실을 맺게 됐다. 인터 마이애미는 메시의 유력 행선지로 꼽히진 않았다. 올 여름 프랑스 파리생제르맹(PSG)과 2년 계약이 끝나는 메시의 추후...,https://www.xportsnews.com/article/1733129
